SGID	FeatureType	FeatureQualifier	FeatureName	common_name	parent_name	SGID2	chr	start	end
S000028998	telomeric_repeat				TEL15R		15	1091274	1091291
S000028999	X_element				TEL15R		15	1083922	1084367
S000029000	X_element_combinatorial_repeat				TEL15R		15	1084368	1084620
S000029001	Y_prime_element				TEL15R		15	1084621	1091273
S000028718	ORF	Uncharacterized	YOR394C-A		chromosome 15		15	1084369	1084202
S000032689	CDS				YOR394C-A		15	1084369	1084202
S000007526	ORF	Uncharacterized	YOR396W	YRF1-8	chromosome 15		15	1085473	1090863
S000037061	CDS				YOR396W		15	1085473	1090863
S000028719	ORF	Dubious	YOR396C-A		chromosome 15		15	1090497	1090015
S000032691	CDS				YOR396C-A		15	1090497	1090015
S000028724	ORF	Dubious	YPL283W-B		chromosome 16		16	643	1125
S000032709	CDS				YPL283W-B		16	643	1125
S000028723	ORF	Dubious	YPL283W-A		chromosome 16		16	1426	2001
S000032706	CDS				YPL283W-A		16	1426	2001
S000006204	ORF	Verified	YPL283C	YRF1-7	chromosome 16		16	6007	280
S000036889	CDS				YPL283C		16	5840	280
S000036888	CDS				YPL283C		16	6007	5989
S000036890	intron				YPL283C		16	5988	5841
S000028933	telomere		TEL16L		chromosome 16		16	7223	1
S000028934	X_element				TEL16L		16	7223	6778
S000028935	X_element_combinatorial_repeat				TEL16L		16	6777	6525
S000028936	Y_prime_element				TEL16L		16	6524	1
S000006203	ORF	Verified	YPL282C	PAU22	chromosome 16		16	8427	7933
S000036818	CDS				YPL282C		16	8427	7933
S000006202	ORF	Verified	YPL281C	ERR2	chromosome 16	L000004075	16	10870	9557
S000035948	CDS				YPL281C		16	10870	9557
S000006201	ORF	Verified	YPL280W	HSP32	chromosome 16		16	11887	12600
S000035901	CDS				YPL280W		16	11887	12600
S000006200	ORF	Verified	YPL279C	FEX2	chromosome 16		16	14355	13228
S000034797	CDS				YPL279C		16	14355	13228
S000006199	ORF	Uncharacterized	YPL278C		chromosome 16		16	15355	15053
S000034632	CDS				YPL278C		16	15355	15053
S000006198	ORF	Uncharacterized	YPL277C		chromosome 16		16	16868	15405
S000033762	CDS				YPL277C		16	16868	15405
S000006197	pseudogene		YPL276W		chromosome 16		16	17948	18385
S000033699	CDS				YPL276W		16	17948	18385
S000006196	pseudogene		YPL275W	FDH2	chromosome 16		16	18369	19079
S000033615	CDS				YPL275W		16	18369	19079
S000130195	ARS		ARS1603		chromosome 16		16	18370	19069
S000006195	ORF	Verified	YPL274W	SAM3	chromosome 16	L000004875	16	22938	24701
S000033506	CDS				YPL274W		16	22938	24701
S000006194	ORF	Verified	YPL273W	SAM4	chromosome 16		16	25087	26064
S000032785	CDS				YPL273W		16	25087	26064
S000006193	ORF	Uncharacterized	YPL272C	PBI1	chromosome 16		16	28164	26611
S000032642	CDS				YPL272C		16	28164	26611
S000006192	ORF	Verified	YPL271W	ATP15	chromosome 16	L000000151|L000000152	16	30079	30267
S000032564	CDS				YPL271W		16	30079	30267
S000006191	ORF	Verified	YPL270W	MDL2	chromosome 16	L000001050	16	30482	32803
S000031583	CDS				YPL270W		16	30482	32803
S000006190	ORF	Verified	YPL269W	KAR9	chromosome 16	L000002932	16	33013	34947
S000031613	CDS				YPL269W		16	33013	34947
S000006189	ORF	Verified	YPL268W	PLC1	chromosome 16	L000001448	16	35236	37845
S000031510	CDS				YPL268W		16	35236	37845
S000006188	ORF	Verified	YPL267W	ACM1	chromosome 16		16	38169	38798
S000030663	CDS				YPL267W		16	38169	38798
S000006187	ORF	Verified	YPL266W	DIM1	chromosome 16	L000002579	16	39121	40077
S000030548	CDS				YPL266W		16	39121	40077
S000006186	ORF	Verified	YPL265W	DIP5	chromosome 16	L000003178	16	41043	42869
S000030403	CDS				YPL265W		16	41043	42869
S000118411	ARS		ARS1604		chromosome 16		16	42977	43212
S000178190	ARS_consensus_sequence				ARS1604		16	43163	43147
S000006185	ORF	Uncharacterized	YPL264C		chromosome 16		16	44344	43283
S000037545	CDS				YPL264C		16	44344	43283
S000006184	ORF	Verified	YPL263C	KEL3	chromosome 16		16	46506	44551
S000037435	CDS				YPL263C		16	46506	44551
S000006183	ORF	Verified	YPL262W	FUM1	chromosome 16	L000000632	16	47336	48802
S000037382	CDS				YPL262W		16	47336	48802
S000006181	ORF	Verified	YPL260W	CUB1	chromosome 16		16	49303	50958
S000036555	CDS				YPL260W		16	49303	50958
S000006182	ORF	Uncharacterized	YPL261C		chromosome 16		16	49304	48996
S000036608	CDS				YPL261C		16	49304	48996
S000006180	ORF	Verified	YPL259C	APM1	chromosome 16	L000002494	16	52671	51244
S000036655	CDS				YPL259C		16	52671	51244
S000006179	ORF	Verified	YPL258C	THI21	chromosome 16		16	55153	53498
S000035722	CDS				YPL258C		16	55153	53498
S000007184	long_terminal_repeat		YPLCdelta1		chromosome 16		16	55858	55657
S000006776	tRNA_gene		tW(CCA)P		chromosome 16	L000003737	16	56274	56169
S000034120	intron				tW(CCA)P		16	56238	56205
S000034119	noncoding_exon				tW(CCA)P		16	56204	56169
S000034118	noncoding_exon				tW(CCA)P		16	56274	56239
S000007198	long_terminal_repeat		YPLWsigma1		chromosome 16		16	56290	56358
S000007189	long_terminal_repeat		YPLWdelta2		chromosome 16		16	56409	56451
S000007190	long_terminal_repeat		YPLWdelta3		chromosome 16		16	56452	56788
S000007199	LTR_retrotransposon		YPLWTy1-1		chromosome 16		16	56452	62375
S000007357	transposable_element_gene		YPL257W-A		chromosome 16		16	56748	58070
S000033164	CDS				YPL257W-A		16	56748	58070
S000007358	transposable_element_gene		YPL257W-B		chromosome 16		16	56748	62016
S000033173	CDS				YPL257W-B		16	56748	58052
S000033174	CDS				YPL257W-B		16	58054	62016
S000033175	plus_1_translational_frameshift				YPL257W-B		16	58053	58053
S000007191	long_terminal_repeat		YPLWdelta4		chromosome 16		16	62039	62375
S000007192	long_terminal_repeat		YPLWdelta5		chromosome 16		16	62389	62720
S000007193	long_terminal_repeat		YPLWdelta6		chromosome 16		16	62724	63006
S000006178	ORF	Uncharacterized	YPL257W		chromosome 16		16	63279	63860
S000035666	CDS				YPL257W		16	63279	63860
S000006177	ORF	Verified	YPL256C	CLN2	chromosome 16	L000000358	16	66614	64977
S000035542	CDS				YPL256C		16	66614	64977
S000006176	ORF	Verified	YPL255W	BBP1	chromosome 16	L000003060	16	67725	68882
S000035492	CDS				YPL255W		16	67725	68882
S000006175	ORF	Verified	YPL254W	HFI1	chromosome 16	L000003094	16	69485	70951
S000034469	CDS				YPL254W		16	69485	70951
S000006174	ORF	Verified	YPL253C	VIK1	chromosome 16	L000004276	16	73006	71063
S000034335	CDS				YPL253C		16	73006	71063
S000118412	ARS		ARS1605		chromosome 16		16	73032	73227
S000006172	ORF	Dubious	YPL251W		chromosome 16		16	73625	73927
S000033368	CDS				YPL251W		16	73625	73927
S000006173	ORF	Verified	YPL252C	YAH1	chromosome 16	L000004699	16	73881	73363
S000033428	CDS				YPL252C		16	73881	73363
S000006171	ORF	Verified	YPL250C	ATG41	chromosome 16	S000007528	16	74719	74309
S000033279	CDS				YPL250C		16	74719	74309
S000028589	ORF	Dubious	YPL250W-A		chromosome 16		16	75702	75989
S000031342	CDS				YPL250W-A		16	75702	75989
S000006438	ORF	Verified	YPL249C-A	RPL36B	chromosome 16	L000004515	16	76239	75699
S000032350	CDS				YPL249C-A		16	75985	75699
S000032349	CDS				YPL249C-A		16	76239	76224
S000032351	intron				YPL249C-A		16	76223	75986
S000006170	ORF	Verified	YPL249C	GYP5	chromosome 16		16	79353	76669
S000032543	CDS				YPL249C		16	79353	76669
S000006169	ORF	Verified	YPL248C	GAL4	chromosome 16	L000000661	16	82356	79711
S000032436	CDS				YPL248C		16	82356	79711
S000006168	ORF	Uncharacterized	YPL247C		chromosome 16		16	84196	82625
S000031428	CDS				YPL247C		16	84196	82625
S000006167	ORF	Verified	YPL246C	RBD2	chromosome 16		16	85297	84509
S000031296	CDS				YPL246C		16	85297	84509
S000006166	ORF	Uncharacterized	YPL245W		chromosome 16		16	85586	86950
S000031264	CDS				YPL245W		16	85586	86950
S000006165	ORF	Verified	YPL244C	HUT1	chromosome 16		16	88033	87014
S000031081	CDS				YPL244C		16	88033	87014
S000006164	ORF	Verified	YPL243W	SRP68	chromosome 16	L000002065	16	88517	90316
S000030136	CDS				YPL243W		16	88517	90316
S000006163	ORF	Verified	YPL242C	IQG1	chromosome 16	L000004180	16	95109	90622
S000029942	CDS				YPL242C		16	95109	90622
S000006162	ORF	Verified	YPL241C	CIN2	chromosome 16	L000000337	16	96258	95372
S000037281	CDS				YPL241C		16	96153	95372
S000037280	CDS				YPL241C		16	96258	96234
S000037282	intron				YPL241C		16	96233	96154
S000006161	ORF	Verified	YPL240C	HSP82	chromosome 16	L000000822	16	98625	96496
S000037196	CDS				YPL240C		16	98625	96496
S000006160	ORF	Verified	YPL239W	YAR1	chromosome 16	L000002496	16	99484	100086
S000036306	CDS				YPL239W		16	99484	100086
S000006158	ORF	Verified	YPL237W	SUI3	chromosome 16	L000002179	16	100496	101353
S000035286	CDS				YPL237W		16	100496	101353
S000006159	ORF	Dubious	YPL238C		chromosome 16		16	100863	100474
S000036133	CDS				YPL238C		16	100863	100474
S000006157	ORF	Verified	YPL236C	ENV7	chromosome 16		16	102702	101608
S000035042	CDS				YPL236C		16	102702	101608
S000006156	ORF	Verified	YPL235W	RVB2	chromosome 16	S000007484	16	103232	104647
S000034953	CDS				YPL235W		16	103232	104647
S000006155	ORF	Verified	YPL234C	VMA11	chromosome 16	L000002290|L000002464	16	105440	104946
S000033991	CDS				YPL234C		16	105440	104946
S000006154	ORF	Verified	YPL233W	NSL1	chromosome 16	L000004652	16	106172	106822
S000033898	CDS				YPL233W		16	106172	106822
S000006153	ORF	Verified	YPL232W	SSO1	chromosome 16	L000002089	16	107275	108147
S000033777	CDS				YPL232W		16	107275	108147
S000006152	ORF	Verified	YPL231W	FAS2	chromosome 16	L000000602	16	108652	114315
S000033048	CDS				YPL231W		16	108652	114315
S000006151	ORF	Verified	YPL230W	USV1	chromosome 16	L000004623	16	115312	116487
S000032959	CDS				YPL230W		16	115312	116487
S000122111	five_prime_UTR_intron				YPL230W		16	115219	115293
S000118413	ARS		ARS1607		chromosome 16		16	116566	116680
S000178191	ARS_consensus_sequence				ARS1607		16	116593	116609
S000006150	ORF	Uncharacterized	YPL229W		chromosome 16		16	117067	117687
S000032811	CDS				YPL229W		16	117067	117687
S000006149	ORF	Verified	YPL228W	CET1	chromosome 16	L000004278	16	118382	120031
S000032710	CDS				YPL228W		16	118382	120031
S000006148	ORF	Verified	YPL227C	ALG5	chromosome 16	L000000077	16	121167	120163
S000032583	CDS				YPL227C		16	121167	120163
S000006147	ORF	Verified	YPL226W	NEW1	chromosome 16	S000007490	16	121767	125357
S000031654	CDS				YPL226W		16	121767	125357
S000006146	ORF	Verified	YPL225W		chromosome 16		16	126006	126446
S000031511	CDS				YPL225W		16	126006	126446
S000006145	ORF	Verified	YPL224C	MMT2	chromosome 16	L000004108	16	128088	126634
S000030540	CDS				YPL224C		16	128088	126634
S000006144	ORF	Verified	YPL223C	GRE1	chromosome 16	L000004176	16	129138	128632
S000030402	CDS				YPL223C		16	129138	128632
S000006143	ORF	Uncharacterized	YPL222W	FMP40	chromosome 16		16	130162	132228
S000030350	CDS				YPL222W		16	130162	132228
S000028722	ORF	Dubious	YPL222C-A		chromosome 16		16	132115	131870
S000032704	CDS				YPL222C-A		16	132115	131870
S000006142	ORF	Verified	YPL221W	FLC1	chromosome 16	L000004721	16	133043	135424
S000030150	CDS				YPL221W		16	133043	135424
S000006141	ORF	Verified	YPL220W	RPL1A	chromosome 16	L000002657	16	135790	136443
S000037448	CDS				YPL220W		16	135790	136443
S000006140	ORF	Verified	YPL219W	PCL8	chromosome 16	L000004040	16	136750	138228
S000036617	CDS				YPL219W		16	136750	138228
S000006139	ORF	Verified	YPL218W	SAR1	chromosome 16	L000001801	16	138698	139409
S000036527	CDS				YPL218W		16	138698	138725
S000036528	CDS				YPL218W		16	138865	139409
S000036529	intron				YPL218W		16	138726	138864
S000006138	ORF	Verified	YPL217C	BMS1	chromosome 16		16	143171	139620
S000035571	CDS				YPL217C		16	143171	139620
S000006137	ORF	Uncharacterized	YPL216W		chromosome 16		16	143821	147129
S000035522	CDS				YPL216W		16	143821	147129
S000006136	ORF	Verified	YPL215W	CBP3	chromosome 16	L000000226	16	147416	148423
S000035433	CDS				YPL215W		16	147416	148423
S000006135	ORF	Verified	YPL214C	THI6	chromosome 16	L000002634	16	150191	148569
S000034353	CDS				YPL214C		16	150191	148569
S000006134	ORF	Verified	YPL213W	LEA1	chromosome 16		16	150614	151330
S000034273	CDS				YPL213W		16	150614	151330
S000006133	ORF	Verified	YPL212C	PUS1	chromosome 16	L000003360	16	153149	151515
S000033309	CDS				YPL212C		16	153149	151515
S000006132	ORF	Verified	YPL211W	NIP7	chromosome 16	L000004183	16	153495	154040
S000033280	CDS				YPL211W		16	153495	154040
S000006131	ORF	Verified	YPL210C	SRP72	chromosome 16	L000002066	16	156212	154290
S000033194	CDS				YPL210C		16	156212	154290
S000006130	ORF	Verified	YPL209C	IPL1	chromosome 16	L000000871	16	157593	156490
S000032505	CDS				YPL209C		16	157593	156490
S000006129	ORF	Verified	YPL208W	RKM1	chromosome 16		16	157842	159593
S000032466	CDS				YPL208W		16	157842	159593
S000006128	ORF	Verified	YPL207W	TYW1	chromosome 16		16	159909	162341
S000032365	CDS				YPL207W		16	159909	162341
S000130196	ARS		ARS1608		chromosome 16		16	162341	162632
S000006127	ORF	Verified	YPL206C	PGC1	chromosome 16		16	163597	162632
S000032198	CDS				YPL206C		16	163597	162632
S000006126	ORF	Dubious	YPL205C		chromosome 16		16	164266	163922
S000031200	CDS				YPL205C		16	164266	163922
S000006125	ORF	Verified	YPL204W	HRR25	chromosome 16	L000000810	16	164276	165760
S000031120	CDS				YPL204W		16	164276	165760
S000006124	ORF	Verified	YPL203W	TPK2	chromosome 16	L000001445	16	166256	167398
S000031020	CDS				YPL203W		16	166256	167398
S000006123	ORF	Verified	YPL202C	AFT2	chromosome 16		16	169338	168088
S000029960	CDS				YPL202C		16	169338	168088
S000006122	ORF	Verified	YPL201C	YIG1	chromosome 16		16	171155	169770
S000029831	CDS				YPL201C		16	171155	169770
S000006121	ORF	Verified	YPL200W	CSM4	chromosome 16		16	171484	171954
S000037884	CDS				YPL200W		16	171484	171954
S000006120	ORF	Uncharacterized	YPL199C		chromosome 16		16	172755	172033
S000031860	CDS				YPL199C		16	172755	172033
S000006119	ORF	Verified	YPL198W	RPL7B	chromosome 16	L000003304	16	173152	174702
S000031808	CDS				YPL198W		16	173152	173162
S000031809	CDS				YPL198W		16	173572	173665
S000031810	CDS				YPL198W		16	174073	174702
S000031811	intron				YPL198W		16	173163	173571
S000031812	intron				YPL198W		16	173666	174072
S000006450	snoRNA_gene		snR59	SNR59	chromosome 16	L000004528	16	173827	173904
S000030766	noncoding_exon				snR59		16	173827	173904
S000006118	ORF	Dubious	YPL197C		chromosome 16		16	174756	174343
S000031658	CDS				YPL197C		16	174756	174343
S000006117	ORF	Verified	YPL196W	OXR1	chromosome 16		16	175043	175864
S000031609	CDS				YPL196W		16	175043	175864
S000006116	ORF	Verified	YPL195W	APL5	chromosome 16	L000003037	16	176223	179021
S000031504	CDS				YPL195W		16	176223	179021
S000006115	ORF	Verified	YPL194W	DDC1	chromosome 16	L000004256	16	179277	181115
S000030638	CDS				YPL194W		16	179277	181115
S000006114	ORF	Verified	YPL193W	RSA1	chromosome 16	L000004919	16	181403	182548
S000030542	CDS				YPL193W		16	181403	182548
S000006113	ORF	Verified	YPL192C	PRM3	chromosome 16		16	183056	182655
S000030353	CDS				YPL192C		16	183056	182655
S000006112	ORF	Verified	YPL191C		chromosome 16		16	184679	183597
S000037541	CDS				YPL191C		16	184679	183597
S000006111	ORF	Verified	YPL190C	NAB3	chromosome 16	L000001228	16	187725	185317
S000037419	CDS				YPL190C		16	187725	185317
S000028527	ORF	Verified	YPL189C-A	COA2	chromosome 16		16	188513	188307
S000030331	CDS				YPL189C-A		16	188513	188307
S000006110	ORF	Verified	YPL189W	GUP2	chromosome 16		16	189154	190983
S000036867	CDS				YPL189W		16	189154	190983
S000006109	ORF	Verified	YPL188W	POS5	chromosome 16	L000002651	16	191406	192650
S000036799	CDS				YPL188W		16	191406	192650
S000006108	ORF	Verified	YPL187W	MF(ALPHA)1	chromosome 16	L000001094	16	193648	194145
S000036743	CDS				YPL187W		16	193648	194145
S000006106	ORF	Dubious	YPL185W		chromosome 16		16	195253	195648
S000035778	CDS				YPL185W		16	195253	195648
S000006107	ORF	Verified	YPL186C	UIP4	chromosome 16		16	195426	194512
S000036644	CDS				YPL186C		16	195426	194512
S000006105	ORF	Verified	YPL184C	MRN1	chromosome 16		16	197788	195950
S000035615	CDS				YPL184C		16	197788	195950
S000007224	ORF	Verified	YPL183W-A	RTC6	chromosome 16		16	199095	199376
S000035617	CDS				YPL183W-A		16	199095	199376
S000006104	ORF	Verified	YPL183C	RTT10	chromosome 16		16	202536	199495
S000035538	CDS				YPL183C		16	202536	199495
S000006102	ORF	Verified	YPL181W	CTI6	chromosome 16		16	203421	204941
S000034453	CDS				YPL181W		16	203421	204941
S000006103	ORF	Dubious	YPL182C		chromosome 16		16	203689	203306
S000034519	CDS				YPL182C		16	203689	203306
S000006101	ORF	Verified	YPL180W	TCO89	chromosome 16		16	205248	207647
S000034375	CDS				YPL180W		16	205248	207647
S000006100	ORF	Verified	YPL179W	PPQ1	chromosome 16	L000001797|L000001474	16	208157	209806
S000033429	CDS				YPL179W		16	208157	209806
S000006561	tRNA_gene		tE(UUC)P		chromosome 16	L000003736	16	210263	210192
S000036031	noncoding_exon				tE(UUC)P		16	210263	210192
S000007194	long_terminal_repeat		YPLWdelta7		chromosome 16		16	210451	210771
S000007195	long_terminal_repeat		YPLWdelta8		chromosome 16		16	211577	211898
S000006099	ORF	Verified	YPL178W	CBC2	chromosome 16	L000002891|L000004111	16	212158	212784
S000033362	CDS				YPL178W		16	212158	212784
S000006098	ORF	Verified	YPL177C	CUP9	chromosome 16	L000000442	16	213962	213042
S000032622	CDS				YPL177C		16	213962	213042
S000006097	ORF	Verified	YPL176C	TRE1	chromosome 16		16	218363	216012
S000032515	CDS				YPL176C		16	218363	216012
S000006096	ORF	Verified	YPL175W	SPT14	chromosome 16	L000002036	16	218630	220088
S000032480	CDS				YPL175W		16	218630	218646
S000032481	CDS				YPL175W		16	218747	220088
S000032482	intron				YPL175W		16	218647	218746
S000130197	ARS		ARS1611		chromosome 16		16	220088	220167
S000006095	ORF	Verified	YPL174C	NIP100	chromosome 16	L000001254	16	222773	220167
S000031426	CDS				YPL174C		16	222773	220167
S000006094	ORF	Verified	YPL173W	MRPL40	chromosome 16	L000002696	16	223143	224036
S000031355	CDS				YPL173W		16	223143	224036
S000006093	ORF	Verified	YPL172C	COX10	chromosome 16	L000000394	16	225741	224353
S000031181	CDS				YPL172C		16	225741	224353
S000006092	ORF	Verified	YPL171C	OYE3	chromosome 16	L000001326	16	227371	226169
S000030238	CDS				YPL171C		16	227371	226169
S000006091	ORF	Verified	YPL170W	DAP1	chromosome 16		16	228314	228772
S000030129	CDS				YPL170W		16	228314	228772
S000006090	ORF	Verified	YPL169C	MEX67	chromosome 16	L000004314	16	230838	229039
S000037096	CDS				YPL169C		16	230838	229039
S000006089	ORF	Uncharacterized	YPL168W	MRX4	chromosome 16		16	231217	232509
S000036477	CDS				YPL168W		16	231217	232509
S000006088	ORF	Verified	YPL167C	REV3	chromosome 16	L000001616	16	237107	232593
S000036379	CDS				YPL167C		16	237107	232593
S000006087	ORF	Verified	YPL166W	ATG29	chromosome 16		16	237338	237979
S000036304	CDS				YPL166W		16	237338	237979
S000006086	ORF	Verified	YPL165C	SET6	chromosome 16		16	239077	237956
S000036129	CDS				YPL165C		16	239077	237956
S000006085	ORF	Verified	YPL164C	MLH3	chromosome 16		16	241497	239350
S000035196	CDS				YPL164C		16	241497	239350
S000006084	ORF	Verified	YPL163C	SVS1	chromosome 16	L000002750	16	242700	241918
S000035038	CDS				YPL163C		16	242700	241918
